review,at,source,sentiment,score,category
@Paytm @Paytmcare I'm not able to use the application on my mobile handset since this morning. May I know how can I resolve this? Or else help from your side is more beneficial. https://t.co/zABzAupsAF,2025-03-17 12:57:38+0000,Paytm,negative,0.551670492,device-issue
"@Paytm  @Paytmcare  I have 8300rupee in my Paytm account , but i am unable to Transfer it to another account. The transaction keeps failing . Please help .",2025-03-17 12:44:05+0000,Paytm,negative,0.753605545,transaction-success
"@Paytm @PaytmCare It’s been over 9 days and my UPI transaction of ₹800 (Transaction ID: PTM491BE4BB91304882B8D42183C7F03BA4) is still stuck in pending status. No resolution yet despite following up. Please resolve this at the earliest. @HDFC_Bank @UPI_NPCI @NPCI_NPCI 
#Paytm",2025-03-17 12:32:13+0000,Paytm,negative,0.659727395,transaction-success
"@Paytm @Paytmcare How bad is your customer Support. I received paytm assured promo code last month and the validity is till 18th May 2025 but when I use it today, it shows it is not active. How should I contact your support. Your AI is the worst.",2025-03-17 10:49:01+0000,Paytm,negative,0.942196369,servicing
@Paytm i am still waiting for the resolution that you have made for the travel,2025-03-17 05:46:58+0000,Paytm,neutral,0.587813497,servicing
"@Paytm @PhonePe @GooglePayIndia how about UPI with email id, so we don't have to worry about keeping the phone number active ???",2025-03-16 17:16:04+0000,Paytm,neutral,0.669499516,onboarding
"@Paytm @Paytmcare 

Pls return my money 
My mobile no is 9982676091",2025-03-16 16:23:44+0000,Paytm,neutral,0.715310395,settlement
"@Paytm @vijayshekhar @perplexity_ai @AravSrinivas @vijayshekhar @Paytm 
Paytm business are frod very bad sarvis 
सर पिछले एक महिनै से paytm business का साउडबोक्स खराब पडा़ हे मेरी दुकान पर आपकै customer care वाले जबाब नही दे रहे हे ओर उपर से हर बार बोक्स का चार्ज लगा रहे हे ।।",2025-03-16 16:22:57+0000,Paytm,negative,0.767520249,servicing
"@Paytm This is unacceptable! I’ve been emailing for 3 months to deactivate my Paytm Box, but you keep making false promises about reducing charges. Yet, ₹125 is deducted every month! Stop this unethical practice and resolve my issue NOW!
Name - Baijnath mukhiya",2025-03-16 13:09:03+0000,Paytm,negative,0.896205902,servicing
"@paytm 

I am looking for solution in recoverying my e wallet amount inr 5000

Kindly advise",2025-03-16 11:52:47+0000,Paytm,neutral,0.698026657,servicing
@Paytm I don't know how a automatic payment of my old rented house has started and now I want to cancel it but it is charging me 15000 to cancel it. Please help me to cancel this automatic payment https://t.co/cXK2iQshP8,2025-03-16 07:33:22+0000,Paytm,negative,0.795799315,servicing
"@Paytm Paytm business apps are frod 
Customer care no response 
#paytmkaro",2025-03-16 07:15:50+0000,Paytm,negative,0.857381284,servicing
@Paytm Is @Paytmcare official customer care account on this platform? Kindly verify,2025-03-16 07:06:51+0000,Paytm,neutral,0.737199306,onboarding
@Paytm worst customer service.,2025-03-15 11:45:12+0000,Paytm,negative,0.934147716,servicing
@Paytm sound box deactivate karane ke baad bhi ek sound box ghar pe deliver karke gaye h pls return it,2025-03-15 11:36:18+0000,Paytm,negative,0.361471355,servicing
@Paytm I have done recharge for my BSNL phone.  Money deducted from my account and recharge not done. Your bot advising me to wait for 48 hrs. Can you manage without phone for 48 hrs? Refund or recharge.,2025-03-15 11:04:51+0000,Paytm,negative,0.799425364,transaction-success
@Paytm @Paytmcare I need urgent help regarding my flight booking. Unable to reach your customer support. Can you call me on priority,2025-03-15 10:53:27+0000,Paytm,neutral,0.534668446,servicing
"@Paytm @Paytmcare @PaytmBank @PaytmBusiness  , kindly deactivate my merchant account, I am trying to deactivate merchant account since more than 1 years, still unable to deactivate, my business already closed more than 1 years ago, I don't want merchant account right now",2025-03-15 09:14:27+0000,Paytm,negative,0.77030158,servicing
"@Paytm 
Why Do you Intentionally not Hiring Natives Locals at Gujarat Region!?
@CMOGuj Sir
Please Take Intervention as our Youth is Intentionally Deprived from the Jobs by this Fintech Company in the State.

Chance for You @MobiKwik @PhonePe",2025-03-15 08:38:49+0000,Paytm,negative,0.771658301,onboarding
@Paytm pls give me a job,2025-03-15 06:10:53+0000,Paytm,negative,0.410718322,onboarding
"@Paytm for last half n hour or more I was trying to cancel the ticket and due to your app's unavailability I was not able to do it. And now chart is prepared. 

Please look into this issue urgently.",2025-03-15 05:42:36+0000,Paytm,negative,0.716730714,device-issue
@Paytm Need help,2025-03-15 05:28:58+0000,Paytm,negative,0.573912859,servicing
@Paytm @Paytmcare @PaytmBusiness soundbox lene ka kya fayeda h agar scam payment ka bhi soundbox notification de iska solution de paytm https://t.co/6QXA4aDUcO,2025-03-15 04:59:37+0000,Paytm,neutral,0.440434277,device-issue
@Paytm @Paytmcare Do people look like jokers to you? It’s been one month I didn’t receive my refund. No call No response still I made bookings from your app But Today’s will be my last,2025-03-15 04:44:12+0000,Paytm,negative,0.902087867,settlement
"@Paytm 
There is no provision for NRI phone numbers.",2025-03-15 04:32:04+0000,Paytm,neutral,0.506349862,onboarding
"@Paytm @Paytmcare @Cyberdost @Cybercellindia
Fraud UPI details-
paytm- Name : Neeraj Rawat
UPI: 9220264449@ptyes
Subject:- Complaint against fake blood donation scammers. https://t.co/rQd4LFEDjI",2025-03-15 03:55:48+0000,Paytm,neutral,0.741487741,servicing
@Paytm @Paytmcare i am not being able to cancel my bus tickets from puri to bbsr for tommorow morning and i am continuously being hung up by the customer care again and again. Never using this stupid app ever https://t.co/mSvd3CASGB,2025-03-14 17:30:07+0000,Paytm,negative,0.939295948,servicing
@Paytm Copy paste answers doesn't mean issue is resolved,2025-03-14 11:42:00+0000,Paytm,neutral,0.65212363,servicing
"@Paytm @vijayshekhar Why is Paytm running ondc just to fool people and grab their money?
You grab 29164/- Rs since 18 Feburary ...
When will this amount transfer in my account??
 @Paytmcare @PaytmSeONDC 
#UninstallPaytmApp
@RBI",2025-03-14 11:09:11+0000,Paytm,negative,0.836335421,settlement
"@Paytm Never Paytm guys...this is a very fraudulent company... My refund has been stuck since 18 February...this company applying many types of fraud this is one of them..
@Paytm @Paytmcare @PaytmSeONDC @vijayshekhar",2025-03-14 11:03:50+0000,Paytm,negative,0.932707489,settlement
"@Paytm @vijayshekhar why would I use perplexity for search via paytm ? Doesn't make sense. 
It would be cool if I'm able to book tickets/movies via paytm using natural language and just put in upi pin for payments / auto pay via paytm wallet.

I had a false excitement 😞 https://t.co/JNocc74MHk",2025-03-14 09:07:55+0000,Paytm,negative,0.722784102,onboarding
"@Paytm @Paytmcare I am getting this bill reminder from @1912PVVNL every month which is not mine and I am not able to connect to your customer care from the  last one week please look into this issue as soon as possible and unregister my phone number if it is connected.

@PVVNLHQ https://t.co/CX0IdpOpyR",2025-03-14 07:52:45+0000,Paytm,negative,0.64184773,servicing
"@Paytm @Paytmcare @PaytmTravel 

Initiate Refund for below Order Ids ;  24972770923, 24976864862, 24967405075 for DELAY InPickup and DropOff more than 3 Hrs.

Instead of 10:45PM Pickedup at 02:00AM 

Dropped at Approx. 01:00PM  instead at 8AM

No Response for provided numbers. https://t.co/D1HHBxWpkh",2025-03-14 06:50:23+0000,Paytm,neutral,0.52021265,servicing
@Paytm Thank you for your assistance. Paytm service is good along with the staff.,2025-03-14 06:32:55+0000,Paytm,positive,0.905002356,servicing
@Paytm Aajkal pehle jaise CASHBACK GAMES nahi laa rahe sethji tum?🤔🤔,2025-03-14 04:15:02+0000,Paytm,negative,0.377488405,pricing
@Paytm My issue is still not resolved. Without getting my money back how can I accept that my issue is resolved? I made the transaction through your platform and the same is neither credited to the beneficiary nor back to my A/c. I need a quick resolution.,2025-03-14 04:00:41+0000,Paytm,negative,0.690704226,transaction-success
"@Paytm Reached out to support but no resolution!!!
Now asking to share video. !!!
When no link is visible what to share?",2025-03-14 03:38:47+0000,Paytm,negative,0.654464424,servicing
@Paytm Not resolved.,2025-03-14 03:05:37+0000,Paytm,negative,0.660084546,servicing
@Paytm @Paytmcare @vijayshekhar,2025-03-13 23:36:15+0000,Paytm,neutral,0.668881595,onboarding
"@Paytm
your Daily MF section offers regular funds over direct ones, despite SEBI 2023 norms. No switch option either. Transparency is key in finance—please clarify. @vijayshekhar
@SEBI_India",2025-03-13 23:28:45+0000,Paytm,neutral,0.498080909,pricing
@Paytm https://t.co/aUAIXOXI2w,2025-03-13 22:05:21+0000,Paytm,neutral,0.760809481,device-issue
"@Paytm @Paytmcare my transaction has been stuck in 'Pending' for the last 2 days, and there has been no resolution from your side. If this issue is not resolved immediately, I will be forced to take legal action and file a complaint with the consumer forum. Fix this now! #paytm https://t.co/f4aF8WGHxi",2025-03-13 18:40:52+0000,Paytm,negative,0.774072647,transaction-success
@Paytm by continuous complaining to the @Paytmcare there is no solution and reply from your side it's been 3 days no contact nothing help from your side,2025-03-13 18:29:18+0000,Paytm,negative,0.872391343,servicing
"@Paytm Done as per instructions.
App uninstalled and re installed .
Still no where Holi bash icon or link found 
It is available on android app of my friend 
So u have started discrimination among users now!!!",2025-03-13 17:15:11+0000,Paytm,negative,0.767452836,device-issue
"@Paytm Done as per instructions.
App uninstalled and re installed .
Still no where Holi bash icon or link found 
It is available on android app of my friend 
So u have started discrimination among users now!!!",2025-03-13 17:14:55+0000,Paytm,negative,0.767452836,device-issue
"@Paytm Done as per instructions.
App uninstalled and re installed .
Still no where Holi bash icon or link found 
It is available on android app of my friend 
So u have started discrimination among users now!!!",2025-03-13 17:14:39+0000,Paytm,negative,0.767452836,device-issue
@Paytm @Paytmcare @airindiai am standing at raipur airport the ground team of airindia has said me that my ticket has been canclled by paytm side @Paytm,2025-03-13 14:03:43+0000,Paytm,neutral,0.594869673,onboarding
"@Paytm Kuch bhi secure nhi hai...
Logo ka paisa yeh company din dahade maar rahi hai...
#UninstallPaytmApp
@Paytmcare @PaytmSeONDC @vijayshekhar",2025-03-13 12:40:22+0000,Paytm,negative,0.695442617,transaction-success
"@Paytm @vijayshekhar Why is Paytm running ondc just to fool people and grab their money?
You grab 29164/- Rs since 18 Feburary ...
When will this amount transfer in my account??
 @Paytmcare @PaytmSeONDC 
#UninstallPaytmApp",2025-03-13 12:39:13+0000,Paytm,negative,0.849578917,settlement
"@Paytm Tum logo ka paisa fraud krke khaa jaoo log gujiya kaise khaaye....😡😡 @Paytm @Paytmcare @PaytmSeONDC @vijayshekhar 
#UninstallPaytmApp",2025-03-13 12:29:25+0000,Paytm,negative,0.711447775,transaction-success
@Paytm why is your customer support inactive? I want my money back.,2025-03-13 11:04:50+0000,Paytm,negative,0.736521423,servicing
"@Paytm @NPCI_NPCI @RBI @jagograhakjago Money debited from my account, but not credited to the beneficiary account. Complaint raised with your team. Neither any action taken nor any response from your end. https://t.co/ydmPWdIgLJ",2025-03-13 09:12:31+0000,Paytm,negative,0.73161298,transaction-success
"@Paytm is really a senseless institution @Paytmcare 

For customer's reporting / query about non acceptance of @RuPay_npci credit cards over QR by merchant/s using Paytm, these morons ask customer to tell merchant to get in touch with paytm. B*******! https://t.co/pVaOGzcDcJ",2025-03-13 08:20:38+0000,Paytm,negative,0.925625086,servicing
"@Paytm @Paytmcare @RBI PLEASE HELP! Jaydev Banerjee of your clients Your agents are harassing him &amp; Threating. They are keeps calling &amp; sending msg on WhatsApp before working hours &amp; saying they will visit at home in the morning at 7am, Please call him he thinking to end his life",2025-03-13 08:18:47+0000,Paytm,negative,0.865745962,servicing
"@Paytm @Paytmcare why is it so hard to delete paytm account. Why should we reach out to you? 
@jagograhakjago",2025-03-13 08:05:12+0000,Paytm,negative,0.717312396,onboarding
@Paytm @PaytmBusiness earlier they will mention  monthly 125rs will be debited from our account for sound box charges. If we deactivate our merchant account means they will deduct  any charges they said. But I'm trying to deactivate my account for past 5 months. Not deactivated.,2025-03-13 05:24:31+0000,Paytm,neutral,0.555458188,servicing
"@Paytm @Paytmcare #fraud
Asking them simple question and they are ignoring like this.
And I know even after paying they won't cancel my sounbox subscription and i have to continue to follow up like this and pay penalties for no reason. @beebomco @TechnicalGuruji @tech_burner https://t.co/fOZvj8uXFe",2025-03-13 04:02:50+0000,Paytm,negative,0.931131899,servicing
"@paytm @Paytm @RBIsays Paytm app should be banned! Something suspicious is running in the background, accessing my location without permission. I still haven’t received a clear answer from Paytm on how they’re accessing my location data. #PrivacyConcerns #Paytm"" @RBI",2025-03-12 23:42:48+0000,Paytm,negative,0.930478096,device-issue
@Paytm @Paytmcare  what can I do for this please reply https://t.co/v8xliPLcfz,2025-03-12 22:50:44+0000,Paytm,neutral,0.741648853,servicing
"@Paytm 

Very poor service while book bus",2025-03-12 17:41:53+0000,Paytm,negative,0.932205081,servicing
"@Paytm 

Paytm got froud . They are pending all users transection. Without no reason. And also money deductet. And  Bot is so useless. Also. Their ticket has no working. They are telling me that their executive are are contact me 9 th March but still no response. Paytm #ScamAware https://t.co/7Fu1V38P64",2025-03-12 17:26:53+0000,Paytm,negative,0.912687361,transaction-success
@Paytm can you please refund my money stuck with you.,2025-03-12 14:55:27+0000,Paytm,negative,0.745703101,settlement
@Paytm Too much bad coustomer service u have provide to us... Totally unhappy..shittt https://t.co/MCGDPevNlR,2025-03-12 14:43:16+0000,Paytm,negative,0.957448423,servicing
"@Paytm @vijayshekhar पेटीएम की किसी भी सर्विस को न ले किसी और कंपनी की तरफ जाए क्योंकि पेटीएम सिर्फ फ्रॉड के नए तरीके निकालकर लोगों को इसमें फंसा रही है,सभी भारतवासी मेरी इस बात को गांठ बांध ले और इस दिवालिया कंपनी के चक्कर में न पड़े।@Paytmcare @PaytmSeONDC #UninstallPaytm",2025-03-12 12:29:59+0000,Paytm,negative,0.665607214,transaction-success
@Paytm @Paytmcare  you have a worst customer service. In application I have lots of difficulties to reach out of your customer care.,2025-03-12 12:28:58+0000,Paytm,negative,0.940322757,servicing
"@Paytm @Paytmcare  fuck you , bc payment stuck but AI se mara lo
Why there is no direct customer support 
Scammers",2025-03-12 11:46:16+0000,Paytm,negative,0.861418247,servicing
@Paytm @Paytmcare @PaytmBank @PaytmMoney  मैने Paytm का soundbox लगवाया था जो कि बोला गया था फ्री है कोई मंथली चार्ज नहीं है लेकिन अब इसका chargeदेखा  तो  बहुत सारा चार्ज हो गया और इसको बंद करवाने के लिए कॉल कर रहा हु तो कस्टमर केयर से कोई जवाब नहीं मिल रहा ये देखो paytm का फ्रॉड,2025-03-12 11:35:56+0000,Paytm,neutral,0.416170329,servicing
"@Paytm @Paytmcare @PaytmMoney - worst online banking, I already done my kyc still not access my money, it worst",2025-03-12 11:24:43+0000,Paytm,negative,0.933508277,onboarding
"@Paytm @Paytmcare @PaytmBusiness  Soundbox not working since 1 month! Complaining for 20 days, but no response. Monthly charges deducted, yet no fix. Replaced 6-7 times since purchase—same issue! If no solution, block my Soundbox! #PaytmFail",2025-03-12 10:40:45+0000,Paytm,negative,0.845242143,device-issue
@Paytm @RBI I used payment postpaid (a small loan ) my loan amount was 500 INR about 11 months but unfortunately I was unable to pay due to financial issue on that time . Now thats amount is increased to 3289.70 INR i am requesting to paytm to reduce some changes. @timesofindia https://t.co/FCH4aKLQEr,2025-03-12 09:15:23+0000,Paytm,neutral,0.483991921,servicing
"@Paytm @Paytmcare I've tried reaching through the dm's as you asked, but didn't receive any reply. Your prompt response is much appreciated.",2025-03-12 09:12:51+0000,Paytm,positive,0.47501269,servicing
@paytm @Paytmcare @CIBIL_Official @FinMinIndia  how come wrong cibil reports by paytm are not yet scrutinized there isnt any relief  to the consumers regarding it?,2025-03-12 08:58:05+0000,Paytm,negative,0.879338622,servicing
"@Paytm @Paytmcare @RBI @vijayshekhar please help me @Paytmcare @Paytm if your unable to help someone I don't know why you people created this accounts. 

@PhonePe please help @Paytmcare to support like your team",2025-03-12 07:03:43+0000,Paytm,negative,0.715457618,servicing
"@Paytm @Paytmcare 
Your agent is not calling me yet. I complained yesterday and today too but no action is being taken. I never thought your service was so dirty Sir.",2025-03-12 04:32:55+0000,Paytm,negative,0.91166532,servicing
"@Paytm @PaytmBusiness 
My account is blocked but the money has been settled this May, please refund the amount or else call me on my mobile number 7070458588 https://t.co/t6L5ho4fKJ",2025-03-12 03:50:36+0000,Paytm,neutral,0.65116781,settlement
"@Paytm My account is blocked but the money has been settled this May, please refund the amount or else call me on my mobile number 7070458588",2025-03-12 03:46:53+0000,Paytm,neutral,0.638672531,settlement
"@Paytm @Paytmcare I’ve submitted all the required documents for verification, but my ₹10,000 is still on hold in my Paytm Business account. Please verify my documents and release the hold as soon as possible. Thank you!",2025-03-12 03:44:14+0000,Paytm,neutral,0.549707413,onboarding
@Paytm Please check your DM,2025-03-12 00:08:10+0000,Paytm,neutral,0.823215485,servicing
"@paytm
@PhonePeSupport 
@PhonePe 
@PhonePeSupport 
@GooglePlay 
@Paytmcare 
@Paytm @TheOfficialSBI 
@HDFC_Bank @HDFCBank_Cares 
@DrKirodilalBJP https://t.co/sUhRcn12vO",2025-03-11 19:39:36+0000,Paytm,neutral,0.787870586,device-issue
"@Paytm @Paytmcare It’s been 3 DAYS, and I still can't log in due to your faulty ""non-standard firmware"" detection. I am using official manufacturer firmware! On top of that, your support is unreachable. This is beyond frustrating! Fix this NOW! #Paytm #LoginIssue #TerribleService",2025-03-11 17:45:21+0000,Paytm,negative,0.950892508,device-issue
@Paytm Hi,2025-03-11 15:29:52+0000,Paytm,neutral,0.679904342,onboarding
"@paytm
Please solve my issue https://t.co/6GvGwaXlyD",2025-03-11 14:15:59+0000,Paytm,neutral,0.635093331,servicing
"@Paytm I have done payment of Rs44160 from my HDFC millennia Master card debit at offline payment POS machine and your machine deducted charge of Rs560. What is this, when I am using debit card then how could you deduct charges.",2025-03-11 13:31:42+0000,Paytm,neutral,0.681786835,pricing
"@Paytm When my box has been deactivated, then why are you deducting money! Why this illegal collection of money?
@Paytmcare https://t.co/rJCVHDcfMd",2025-03-11 12:25:56+0000,Paytm,negative,0.914716125,servicing
"@Paytm I booked an Air India flight through Paytm, but due to bad weather, the flight was canceled. Immediately after the cancellation, I requested a refund from Air India. Since then, I have been following up with Paytm for my refund, but I have not received any refund yet. https://t.co/wzuKScggCl",2025-03-11 11:32:45+0000,Paytm,negative,0.731560588,settlement
@Paytm since morning app is not accepting payments. Please take immediate action.,2025-03-11 11:08:09+0000,Paytm,negative,0.723471522,device-issue
@paytm https://t.co/HQrnN2Achk,2025-03-11 10:27:41+0000,Paytm,neutral,0.760809481,device-issue
"@paytm 
@#paytm
@paytm https://t.co/x2zpyinx8B",2025-03-11 10:27:27+0000,Paytm,neutral,0.900955737,device-issue
@Paytm pls help,2025-03-11 07:04:59+0000,Paytm,negative,0.581309021,servicing
@Paytm what is your customer care number? I am not interested in talking to that cheap ai bot of which api you sourced from chatgpt,2025-03-11 05:59:09+0000,Paytm,negative,0.58664012,servicing
@Paytm agar meri I'd pr aapne loan Kiya to aap jimmedar honge main nhi,2025-03-11 05:43:32+0000,Paytm,negative,0.37256071,servicing
@Paytm Sir mujhe loan ki zarurat nhi hai phir bhi roz roz aap msg krke mujhe preshan krte hai,2025-03-11 05:42:29+0000,Paytm,negative,0.386112303,servicing
@paytm my FASTag account is not updated while money is deducted from my account pls help. Already more than 13 hrs past.,2025-03-11 05:35:37+0000,Paytm,negative,0.788750291,transaction-success
@Paytm has the worst customer support,2025-03-11 04:42:23+0000,Paytm,negative,0.899507165,servicing
@Paytm ने मेरे बैंक खाते में फर्जी तरीके से साउंड बाक्स IMEI NO. 862995040132019 जोड़ दिया व दिसम्बर 2024 से प्रति माह116.82अवैध चार्ज कर रहा हैं। डिएक्टिवेशन के लिए कम्पनी को दर्जनों बार अवगत करवाने के बावजूद सुनवाई नहीं हो रही हैं @jagograhakjago @Paytmcare @PMOIndia @aajtak,2025-03-11 04:29:06+0000,Paytm,neutral,0.558833003,servicing
"@paytm 
पेटीएम एक बहुत खराब और बहुत ही बड़ा फ्रॉड प्लेटफार्म है ना तो कोई सपोर्ट टीम की सुनवाई ना तो बात करने का कोई जरिया है 1 महीने से पेटीएम पर पैसे भेजे गए यह लोग अभी तक दिए नहीं वैसे मैं तो फिर ना तो पेटीएम वॉलेट में दिख रहा है ना तो अकाउंट में आया पैसा फिर पैसा गया कहां",2025-03-11 02:51:21+0000,Paytm,negative,0.712749481,settlement
"@Paytm @Paytmcare @PaytmBank @vijayshekhar  
 Thank you so much concern resolved https://t.co/GhiIpPrnGB",2025-03-10 15:32:49+0000,Paytm,positive,0.77835989,servicing
"@Paytm 
Its been 5 days now. I made a payment through your UPI ref no is 506461281726. 
The status of whic is still pending to be updated !
I am in a difficult state to explain the genuinity of my payment made.
Also I called my banking partner they said it was completed. 
Help!",2025-03-10 13:04:37+0000,Paytm,neutral,0.522255421,transaction-success
"@Paytm @Paytmcare @PaytmMoney @PaytmBank
Paytm costomer support is zero 
I tried to call Paytm customer care, but not any one person from there side talk with me , I tried 4 time and waiting 20-25 minutes for support https://t.co/fNmGYoXgMp",2025-03-10 10:31:41+0000,Paytm,negative,0.822157264,servicing
"@Paytm @PaytmBank Received a Coupon of Rs 100of on 1st swigy order above 149/- , when I am using the code , it shows doesn't exist. After this I reached to swigy support they said you are not eligible, then what is the purpose of giving this coupon code, pls answer?
@SwiggyCares",2025-03-10 09:25:04+0000,Paytm,negative,0.47262305,servicing
@Paytm is your paytm bank working?,2025-03-10 08:48:23+0000,Paytm,neutral,0.885903239,device-issue
"@Paytm @Paytmcare 
Hi team, toll charges got debited from my wallet yesterday. Please note that I have not traveled anywhere in the last 2 months. Could you please explain why this amount has been debited or if there is any fraudulent activity occurring with my account?",2025-03-10 06:52:43+0000,Paytm,negative,0.647662759,transaction-success
"@Paytm @Paytmcare @carebydistrict 
Sir how do I return my old stock?
Neither any TL is receiving the calls nor ASM is receiving the https://t.co/r6ZYpHrAZT 60 days are about to get over now.What should I do now?
Sir please help me.  Regards, Srikanta Mahapatra.FSE,Puri,Odisha",2025-03-10 06:24:10+0000,Paytm,negative,0.567423761,servicing
@Paytm Loan close nahi hua abhi tak https://t.co/0UABHf8VNX,2025-03-10 06:14:58+0000,Paytm,neutral,0.626531363,servicing
